,Predictor,Category,Data-coding,Source,Field ID,Transformation1,AOU Question,Unnamed: 6,AOU Answers,Question Concept ID,Answer ID,TERTILES,TERTILE_Answer,TIME TAKEN ,Transformation2,Notes
707,Illnesses.of.fatherG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding,"Select all that apply | Including yourself, who in your family has had aortic aneurysm? Select all that apply (836784) | Including yourself, who in your family has had atrial fibrillation (or a-fib) or atrial flutter (or a-flutter)? Select all that apply (836828) | Including yourself, who in your family has had congestive heart failure? Select all that apply (836785) | Including yourself, who in your family has had coronary artery/coronary heart disease? Select all that apply (836876) | Including yourself, who in your family has had a heart attack? Select all that apply (836786)",,,836837,43529751,,,,1,
708,Illnesses.of.fatherG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding,"Select all that apply | Including yourself, who in your family has had aortic aneurysm? Select all that apply (836784) | Including yourself, who in your family has had atrial fibrillation (or a-fib) or atrial flutter (or a-flutter)? Select all that apply (836828) | Including yourself, who in your family has had congestive heart failure? Select all that apply (836785) | Including yourself, who in your family has had coronary artery/coronary heart disease? Select all that apply (836876) | Including yourself, who in your family has had a heart attack? Select all that apply (836786)",,,836849,43528920,,,,1,
709,Illnesses.of.fatherG1...Instance.0_10,Family history,10 : Alzheimer's disease/dementia,Questionnaire/Interview at recruitment ,20107,One-Hot-Encoding ,"Select all that apply | Including yourself, who in your family has had aortic aneurysm? Select all that apply (836784) | Including yourself, who in your family has had atrial fibrillation (or a-fib) or atrial flutter (or a-flutter)? Select all that apply (836828) | Including yourself, who in your family has had congestive heart failure? Select all that apply (836785) | Including yourself, who in your family has had coronary artery/coronary heart disease? Select all that apply (836876) | Including yourself, who in your family has had a heart attack? Select all that apply (836786)",,,836807,43528611,,,,1,
710,Illnesses.of.fatherG1...Instance.0_2,Family history,2 : Stroke,Questionnaire/Interview at recruitment ,20107,One-Hot-Encoding ,"Select all that apply | Including yourself, who in your family has had aortic aneurysm? Select all that apply (836784) | Including yourself, who in your family has had atrial fibrillation (or a-fib) or atrial flutter (or a-flutter)? Select all that apply (836828) | Including yourself, who in your family has had congestive heart failure? Select all that apply (836785) | Including yourself, who in your family has had coronary artery/coronary heart disease? Select all that apply (836876) | Including yourself, who in your family has had a heart attack? Select all that apply (836786)",,"Including yourself, who in your family has had a stroke? - Father",836789,43529877,,,,1,
711,Illnesses.of.fatherG1...Instance.0_6,Family history,6 : Chronic bronchitis/emphysema,Questionnaire/Interview at recruitment ,20107,One-Hot-Encoding ,"Select all that apply | Including yourself, who in your family has had aortic aneurysm? Select all that apply (836784) | Including yourself, who in your family has had atrial fibrillation (or a-fib) or atrial flutter (or a-flutter)? Select all that apply (836828) | Including yourself, who in your family has had congestive heart failure? Select all that apply (836785) | Including yourself, who in your family has had coronary artery/coronary heart disease? Select all that apply (836876) | Including yourself, who in your family has had a heart attack? Select all that apply (836786)",,,836858,43528550,,,,1,
712,Illnesses.of.fatherG1...Instance.0_8,Family history,8 : High blood pressure,Questionnaire/Interview at recruitment ,20107,One-Hot-Encoding ,"Select all that apply | Including yourself, who in your family has had aortic aneurysm? Select all that apply (836784) | Including yourself, who in your family has had atrial fibrillation (or a-fib) or atrial flutter (or a-flutter)? Select all that apply (836828) | Including yourself, who in your family has had congestive heart failure? Select all that apply (836785) | Including yourself, who in your family has had coronary artery/coronary heart disease? Select all that apply (836876) | Including yourself, who in your family has had a heart attack? Select all that apply (836786)",,,836787,43528930,,,,1,
713,Illnesses.of.fatherG1...Instance.0_9,Family history,9 : Diabetes,Questionnaire/Interview at recruitment ,20107,One-Hot-Encoding ,"Select all that apply | Including yourself, who in your family has had aortic aneurysm? Select all that apply (836784) | Including yourself, who in your family has had atrial fibrillation (or a-fib) or atrial flutter (or a-flutter)? Select all that apply (836828) | Including yourself, who in your family has had congestive heart failure? Select all that apply (836785) | Including yourself, who in your family has had coronary artery/coronary heart disease? Select all that apply (836876) | Including yourself, who in your family has had a heart attack? Select all that apply (836786)",,,836799,43529927,,,,1,
714,Illnesses.of.fatherG1...Instance.0_9,Family history,9 : Diabetes,Questionnaire/Interview at recruitment ,20107,One-Hot-Encoding ,"Select all that apply | Including yourself, who in your family has had aortic aneurysm? Select all that apply (836784) | Including yourself, who in your family has had atrial fibrillation (or a-fib) or atrial flutter (or a-flutter)? Select all that apply (836828) | Including yourself, who in your family has had congestive heart failure? Select all that apply (836785) | Including yourself, who in your family has had coronary artery/coronary heart disease? Select all that apply (836876) | Including yourself, who in your family has had a heart attack? Select all that apply (836786)",,,836800,43529935,,,,1,
715,Illnesses.of.fatherG1...Instance.0_neg17,Family history,-17 : None of the above,Questionnaire/Interview at recruitment ,20107,One-Hot-Encoding ,,,,,,,,,,
716,Illnesses.of.fatherG2...Instance.0_11,Family history,11 : Parkinson's disease,Questionnaire/Interview at recruitment ,20107,One-Hot-Encoding ,"Including yourself, who in your family has had Parkinson's disease? Select all that apply. (836812)",,,836812,43529688,,,,1,
717,Illnesses.of.fatherG2...Instance.0_12,Family history,12 : Severe depression,Questionnaire/Interview at recruitment ,20107,One-Hot-Encoding ,"Including yourself, who in your family has had depression? Select all that apply. (836804)",,,836804,43528618,,,,1,
718,Illnesses.of.fatherG2...Instance.0_13,Family history,13 : Prostate cancer,Questionnaire/Interview at recruitment ,20107,One-Hot-Encoding ,"Including yourself, who in your family has had prostate cancer? Select all that apply. (836780)",,,836780,43529735,,,,1,
719,Illnesses.of.fatherG2...Instance.0_3,Family history,3 : Lung cancer,Questionnaire/Interview at recruitment ,20107,One-Hot-Encoding ,"Including yourself, who in your family has had lung cancer? Select all that apply",,"Including yourself, who in your family has had a stroke? - ",836777,43529186,,,,1,
720,Illnesses.of.fatherG2...Instance.0_4,Family history,4 : Bowel cancer,Questionnaire/Interview at recruitment ,20107,One-Hot-Encoding ,"Including yourself, who in your family has had colon cancer/rectal cancer? Select all that apply. (836831)",,,836831,43528567,,,,1,
721,Illnesses.of.fatherG2...Instance.0_neg27,Family history,-17 : None of the above,Questionnaire/Interview at recruitment ,20107,One-Hot-Encoding ,,,,,,,,,,
722,Illnesses.of.mother...Instance.0_1,Family history,,,,,,,,,,,,,,
723,Illnesses.of.mother...Instance.0_10,Family history,,,,,,,,,,,,,,
724,Illnesses.of.mother...Instance.0_2,Family history,,,,,,,,,,,,,,
725,Illnesses.of.mother...Instance.0_3,Family history,,,,,,,,,,,,,,
726,Illnesses.of.mother...Instance.0_4,Family history,,,,,,,,,,,,,,
727,Illnesses.of.mother...Instance.0_5,Family history,,,,,,,,,,,,,,
728,Illnesses.of.mother...Instance.0_6,Family history,,,,,,,,,,,,,,
729,Illnesses.of.mother...Instance.0_8,Family history,,,,,,,,,,,,,,
730,Illnesses.of.mother...Instance.0_9,Family history,,,,,,,,,,,,,,
731,Illnesses.of.mother...Instance.0_neg17,Family history,,,,,,,,,,,,,,
732,Illnesses.of.mother...Instance.0_neg27,Family history,,,,,,,,,,,,,,
733,Illnesses.of.motherG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding,,1740677,1740855,,,,1,
734,Illnesses.of.motherG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding,,836876,43528594,,,,1,
735,Illnesses.of.motherG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding,,1740555,1740774,,,,1,
736,Illnesses.of.motherG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding,,836786,43528914,,,,1,
737,Illnesses.of.motherG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding,,836784,1384397,,,,1,
738,Illnesses.of.motherG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding,,836828,43528447,,,,1,
739,Illnesses.of.motherG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding,,836785,43528584,,,,1,
740,Illnesses.of.motherG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding,,836829,43528922,,,,1,
741,Illnesses.of.motherG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding,,836837,43529706,,,,1,
742,Illnesses.of.motherG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding,,836849,43529753,,,,1,
743,Illnesses.of.motherG1...Instance.0_10,Family history,10 : Alzheimer's disease/dementia,Questionnaire/Interview at recruitment ,20110,One-Hot-Encoding ,"Including yourself, who in your family has had dementia (includes Alzheimer's, vascular, etc.)? Select all that apply.",,,836807,43528613,,,,1,
744,Illnesses.of.motherG1...Instance.0_2,Family history,2 : Stroke,Questionnaire/Interview at recruitment ,20110,One-Hot-Encoding ,"Including yourself, who in your family has had a stroke? Select all that apply.",,"Including yourself, who in your family has had a stroke? - Father",836789,43529879,,,,1,
745,Illnesses.of.motherG1...Instance.0_6,Family history,6 : Chronic bronchitis/emphysema,Questionnaire/Interview at recruitment ,20110,One-Hot-Encoding ,"Including yourself, who in your family has had chronic lung disease (COPD, emphysema, or bronchitis)? Select all that apply. (836858)",,,836858,43528552,,,,1,
746,Illnesses.of.motherG1...Instance.0_8,Family history,8 : High blood pressure,Questionnaire/Interview at recruitment ,20110,One-Hot-Encoding ,"Including yourself, who in your family has had high blood pressure (hypertension)? Select all that apply",,,836787,43528932,,,,1,
747,Illnesses.of.motherG1...Instance.0_9,Family history,9 : Diabetes,Questionnaire/Interview at recruitment ,20110,One-Hot-Encoding ,"Including yourself, who in your family has had type 1 diabetes? Select all that apply. (836799) | Including yourself, who in your family has had type 2 diabetes? Select all that apply. (836800)",,,836799,43529929,,,,1,
748,Illnesses.of.motherG1...Instance.0_9,Family history,9 : Diabetes,Questionnaire/Interview at recruitment ,20110,One-Hot-Encoding ,"Including yourself, who in your family has had type 1 diabetes? Select all that apply. (836799) | Including yourself, who in your family has had type 2 diabetes? Select all that apply. (836800)",,,836800,43529937,,,,1,
749,Illnesses.of.motherG1...Instance.0_neg17,Family history,-17 : None of the above,Questionnaire/Interview at recruitment ,20110,One-Hot-Encoding ,,,,,,,,,,
750,Illnesses.of.motherG2...Instance.0_11,Family history,11 : Parkinson's disease,Questionnaire/Interview at recruitment ,20110,One-Hot-Encoding ,"Including yourself, who in your family has had Parkinson's disease? Select all that apply. (836812)",,,836812,43529690,,,,1,
751,Illnesses.of.motherG2...Instance.0_12,Family history,12 : Severe depression,Questionnaire/Interview at recruitment ,20110,One-Hot-Encoding ,"Including yourself, who in your family has had depression? Select all that apply. (836804)",,,836804,43528622,,,,1,
752,Illnesses.of.motherG2...Instance.0_3,Family history,3 : Lung cancer,Questionnaire/Interview at recruitment ,20110,One-Hot-Encoding ,"Including yourself, who in your family has had lung cancer? Select all that apply",,"Including yourself, who in your family has had a stroke? - ",836777,43529188,,,,1,
753,Illnesses.of.motherG2...Instance.0_4,Family history,4 : Bowel cancer,Questionnaire/Interview at recruitment ,20110,One-Hot-Encoding ,"Including yourself, who in your family has had colon cancer/rectal cancer? Select all that apply. (836831)",,,836831,43528569,,,,1,
754,Illnesses.of.motherG2...Instance.0_5,Family history,5 : Breast cancer,Questionnaire/Interview at recruitment ,20110,One-Hot-Encoding ,"Including yourself, who in your family has had breast cancer? Select all that apply. (836772)",,,836772,43528504,,,,1,
755,Illnesses.of.motherG2...Instance.0_neg27,Family history,-27 : None of the above,Questionnaire/Interview at recruitment ,20110,One-Hot-Encoding ,,,,,,,,,,
756,Illnesses.of.siblings...Instance.0_1,Family history,,,,,,,,,,,,,,
757,Illnesses.of.siblings...Instance.0_10,Family history,,,,,,,,,,,,,,
758,Illnesses.of.siblings...Instance.0_11,Family history,,,,,,,,,,,,,,
759,Illnesses.of.siblings...Instance.0_13,Family history,,,,,,,,,,,,,,
760,Illnesses.of.siblings...Instance.0_2,Family history,,,,,,,,,,,,,,
761,Illnesses.of.siblings...Instance.0_3,Family history,,,,,,,,,,,,,,
762,Illnesses.of.siblings...Instance.0_4,Family history,,,,,,,,,,,,,,
763,Illnesses.of.siblings...Instance.0_5,Family history,,,,,,,,,,,,,,
764,Illnesses.of.siblings...Instance.0_6,Family history,,,,,,,,,,,,,,
765,Illnesses.of.siblings...Instance.0_8,Family history,,,,,,,,,,,,,,
766,Illnesses.of.siblings...Instance.0_9,Family history,,,,,,,,,,,,,,
767,Illnesses.of.siblings...Instance.0_neg17,Family history,,,,,,,,,,,,,,
768,Illnesses.of.siblings...Instance.0_neg27,Family history,,,,,,,,,,,,,,
769,Illnesses.of.siblingsG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding ,,,,836876,43528595,,,,1,
770,Illnesses.of.siblingsG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding ,,,,1740555,1740775,,,,1,
771,Illnesses.of.siblingsG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding ,,,,1740677,1740889,,,,1,
772,Illnesses.of.siblingsG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding ,,,,836786,43528915,,,,1,
773,Illnesses.of.siblingsG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding ,,,,836828,43528448,,,,1,
774,Illnesses.of.siblingsG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding ,,,,836785,702790,,,,1,
775,Illnesses.of.siblingsG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding ,,,,836829,43528923,,,,1,
776,Illnesses.of.siblingsG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding ,,,,836849,43529754,,,,1,
777,Illnesses.of.siblingsG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding ,,,,836837,43529707,,,,1,
778,Illnesses.of.siblingsG1...Instance.0_1,Family history,1 : Heart disease,Questionnaire/Interview at recruitment,20107,One-Hot-Encoding ,,,,836784,1384834,,,,1,
779,Illnesses.of.siblingsG1...Instance.0_10,Family history,10 : Alzheimer's disease/dementia,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,"Including yourself, who in your family has had dementia (includes Alzheimer's, vascular, etc.)? Select all that apply.",,,836807,43528615,,,,1,
780,Illnesses.of.siblingsG1...Instance.0_2,Family history,2 : Stroke,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,"Including yourself, who in your family has had a stroke? Select all that apply.",,"Including yourself, who in your family has had a stroke? - Father",836789,43529880,,,,1,
781,Illnesses.of.siblingsG1...Instance.0_6,Family history,6 : Chronic bronchitis/emphysema,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,"Including yourself, who in your family has had chronic lung disease (COPD, emphysema, or bronchitis)? Select all that apply. (836858)",,,836858,43528554,,,,1,
782,Illnesses.of.siblingsG1...Instance.0_8,Family history,8 : High blood pressure,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,"Including yourself, who in your family has had high blood pressure (hypertension)? Select all that apply",,,836787,43528933,,,,1,
783,Illnesses.of.siblingsG1...Instance.0_9,Family history,9 : Diabetes,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,"Including yourself, who in your family has had type 1 diabetes? Select all that apply. (836799) | Including yourself, who in your family has had type 2 diabetes? Select all that apply. (836800)",,,836799,43529930,,,,1,
784,Illnesses.of.siblingsG1...Instance.0_9,Family history,9 : Diabetes,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,"Including yourself, who in your family has had type 1 diabetes? Select all that apply. (836799) | Including yourself, who in your family has had type 2 diabetes? Select all that apply. (836800)",,,836800,43529938,,,,1,
785,Illnesses.of.siblingsG1...Instance.0_neg17,Family history,-17 : None of the above,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,,,,,,,,,,
786,Illnesses.of.siblingsG2...Instance.0_11,Family history,11 : Parkinson's disease,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,"Including yourself, who in your family has had Parkinson's disease? Select all that apply. (836812)",,,836812,43529693,,,,1,
787,Illnesses.of.siblingsG2...Instance.0_12,Family history,12 : Severe depression,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,"Including yourself, who in your family has had depression? Select all that apply. (836804)",,,836804,43528623,,,,1,
788,Illnesses.of.siblingsG2...Instance.0_13,Family history,13 : Prostate cancer,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,"Including yourself, who in your family has had prostate cancer? Select all that apply. (836780)",,,836780,43529738,,,,1,
789,Illnesses.of.siblingsG2...Instance.0_3,Family history,3 : Lung cancer,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,"Including yourself, who in your family has had lung cancer? Select all that apply",,"Including yourself, who in your family has had a stroke? - ",836777,43529189,,,,1,
790,Illnesses.of.siblingsG2...Instance.0_4,Family history,4 : Bowel cancer,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,"Including yourself, who in your family has had colon cancer/rectal cancer? Select all that apply. (836831)",,,836831,43528570,,,,1,
791,Illnesses.of.siblingsG2...Instance.0_5,Family history,5 : Breast cancer,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,"Including yourself, who in your family has had breast cancer? Select all that apply. (836772)",,,836772,43528505,,,,1,
792,Illnesses.of.siblingsG2...Instance.0_neg27,Family history,-27 : None of the above,Questionnaire/Interview at recruitment ,20111,One-Hot-Encoding ,,,,,,,,,,
793,Irritability...Instance.0_0,Psychosocial factors,0 : No,Questionnaire/Interview at recruitment ,1940,Boolean,,,,,,,,,,
794,Irritability...Instance.0_1,Psychosocial factors,1 : Yes,Questionnaire/Interview at recruitment ,1940,Boolean,,,,,,,,,,
795,Job.involves.heavy.manual.or.physical.work...Instance.0_1,Sociodemographics,1 : Never/rarely,Questionnaire/Interview at recruitment ,816,One-Hot-Encoding ,,,,,,,,,,
796,Job.involves.heavy.manual.or.physical.work...Instance.0_2,Sociodemographics,2 : Sometimes,Questionnaire/Interview at recruitment ,816,One-Hot-Encoding ,,,,,,,,,,
797,Job.involves.heavy.manual.or.physical.work...Instance.0_3,Sociodemographics,3 : Usually,Questionnaire/Interview at recruitment ,816,One-Hot-Encoding ,,,,,,,,,,
798,Job.involves.heavy.manual.or.physical.work...Instance.0_4,Sociodemographics,4 : Always,Questionnaire/Interview at recruitment ,816,One-Hot-Encoding ,,,,,,,,,,
799,Job.involves.mainly.walking.or.standing...Instance.0_1,Sociodemographics,1 : Never/rarely,Questionnaire/Interview at recruitment ,806,One-Hot-Encoding ,,,,,,,,,,
800,Job.involves.mainly.walking.or.standing...Instance.0_2,Sociodemographics,2 : Sometimes,Questionnaire/Interview at recruitment ,806,One-Hot-Encoding ,,,,,,,,,,
801,Job.involves.mainly.walking.or.standing...Instance.0_3,Sociodemographics,3 : Usually,Questionnaire/Interview at recruitment ,806,One-Hot-Encoding ,,,,,,,,,,
802,Job.involves.mainly.walking.or.standing...Instance.0_4,Sociodemographics,4 : Always,Questionnaire/Interview at recruitment ,806,One-Hot-Encoding ,,,,,,,,,,
803,Job.involves.night.shift.work...Instance.0_1,Sociodemographics,1 : Never/rarely,Questionnaire/Interview at recruitment ,3426,One-Hot-Encoding ,,,,,,,,,,
804,Job.involves.night.shift.work...Instance.0_2,Sociodemographics,2 : Sometimes,Questionnaire/Interview at recruitment ,3426,One-Hot-Encoding ,,,,,,,,,,
805,Job.involves.night.shift.work...Instance.0_3,Sociodemographics,3 : Usually,Questionnaire/Interview at recruitment ,3426,One-Hot-Encoding ,,,,,,,,,,
806,Job.involves.night.shift.work...Instance.0_4,Sociodemographics,4 : Always,Questionnaire/Interview at recruitment ,3426,One-Hot-Encoding ,,,,,,,,,,
807,Job.involves.shift.work...Instance.0_1,Sociodemographics,1 : Never/rarely,Questionnaire/Interview at recruitment ,826,One-Hot-Encoding ,,,,,,,,,,
808,Job.involves.shift.work...Instance.0_2,Sociodemographics,2 : Sometimes,Questionnaire/Interview at recruitment ,826,One-Hot-Encoding ,,,,,,,,,,
809,Job.involves.shift.work...Instance.0_3,Sociodemographics,3 : Usually,Questionnaire/Interview at recruitment ,826,One-Hot-Encoding ,,,,,,,,,,
810,Job.involves.shift.work...Instance.0_4,Sociodemographics,4 : Always,Questionnaire/Interview at recruitment ,826,One-Hot-Encoding ,,,,,,,,,,
811,Knee.pain.for.3..months...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,3773,Boolean,,,,,,,,,,
812,Knee.pain.for.3..months...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,3773,Boolean,,,,,,,,,,
813,Lamb.mutton.intake...Instance.0_0,Lifestyle and environment,0 : Never,Questionnaire/Interview at recruitment ,1379,One-Hot-Encoding ,,,,,,,,,,
814,Lamb.mutton.intake...Instance.0_1,Lifestyle and environment,1 : Less than once a week,Questionnaire/Interview at recruitment ,1379,One-Hot-Encoding ,,,,,,,,,,
815,Lamb.mutton.intake...Instance.0_2,Lifestyle and environment,2 : Once a week,Questionnaire/Interview at recruitment ,1379,One-Hot-Encoding ,,,,,,,,,,
816,Lamb.mutton.intake...Instance.0_3,Lifestyle and environment,3 : 2-4 times a week,Questionnaire/Interview at recruitment ,1379,One-Hot-Encoding ,,,,,,,,,,
817,Lamb.mutton.intake...Instance.0_5,Lifestyle and environment,,,,,,,,,,,,,,
818,Leg.pain.in.calf.calves...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,5463,Boolean,,,,,,,,,,
819,Leg.pain.in.calf.calves...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,5463,Boolean,,,,,,,,,,
820,Leg.pain.on.walking...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,4728,Boolean,,,,,,,,,,
821,Leg.pain.on.walking...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,4728,Boolean,,,,,,,,,,
822,Leg.pain.on.walking...action.taken...Instance.0_1,Health and medical history,1 : Stop,Questionnaire/Interview at recruitment ,5507,One-Hot-Encoding ,,,,,,,,,,
823,Leg.pain.on.walking...action.taken...Instance.0_2,Health and medical history,2 : Slow down,Questionnaire/Interview at recruitment ,5507,One-Hot-Encoding ,,,,,,,,,,
824,Leg.pain.on.walking...action.taken...Instance.0_3,Health and medical history,3 : Continue at same pace,Questionnaire/Interview at recruitment ,5507,One-Hot-Encoding ,,,,,,,,,,
825,Leg.pain.on.walking...effect.of.standing.still...Instance.0_1,Health and medical history,1 : Pain usually continues for more than 10 minutes,Questionnaire/Interview at recruitment ,5518,Boolean,,,,,,,,,,
826,Leg.pain.on.walking...effect.of.standing.still...Instance.0_2,Health and medical history,2 : Pain usually disappears in less than 10 minutes,Questionnaire/Interview at recruitment ,5518,Boolean,,,,,,,,,,
827,Leg.pain.when.standing.still.or.sitting...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,5452,Boolean,,,,,,,,,,
828,Leg.pain.when.standing.still.or.sitting...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,5452,Boolean,,,,,,,,,,
829,Leg.pain.when.walking.ever.disappears.while.walking...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,5496,Boolean,,,,,,,,,,
830,Leg.pain.when.walking.ever.disappears.while.walking...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,5496,Boolean,,,,,,,,,,
831,Leg.pain.when.walking.normally...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,5485,Boolean,,,,,,,,,,
832,Leg.pain.when.walking.normally...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,5485,Boolean,,,,,,,,,,
833,Leg.pain.when.walking.uphill.or.hurrying...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,5474,Boolean,,,,,,,,,,
834,Leg.pain.when.walking.uphill.or.hurrying...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,5474,Boolean,,,,,,,,,,
835,Leisure.social.activities...Instance.0_1,Psychosocial factors,1 : Sports club or gym,Questionnaire/Interview at recruitment ,6160,One-Hot-Encoding ,,,,,,,,,,
836,Leisure.social.activities...Instance.0_2,Psychosocial factors,2 : Pub or social club,Questionnaire/Interview at recruitment ,6160,One-Hot-Encoding ,,,,,,,,,,
837,Leisure.social.activities...Instance.0_3,Psychosocial factors,3 : Religious group,Questionnaire/Interview at recruitment ,6160,One-Hot-Encoding ,,,,,,,,,,
838,Leisure.social.activities...Instance.0_4,Psychosocial factors,4 : Adult education class,Questionnaire/Interview at recruitment ,6160,One-Hot-Encoding ,,,,,,,,,,
839,Leisure.social.activities...Instance.0_5,Psychosocial factors,5 : Other group activity,Questionnaire/Interview at recruitment ,6160,One-Hot-Encoding ,,,,,,,,,,
840,Leisure.social.activities...Instance.0_neg7,Psychosocial factors,-7 : None of the above,Questionnaire/Interview at recruitment ,6160,One-Hot-Encoding ,,,,,,,,,,
841,Length.of.longest.manic.irritable.episode...Instance.0_11,Psychosocial factors,"11 : At least two days, but less than a week",Questionnaire/Interview at recruitment ,5663,One-Hot-Encoding ,,,,,,,,,,
842,Length.of.longest.manic.irritable.episode...Instance.0_12,Psychosocial factors,12 : Less than a week ,Questionnaire/Interview at recruitment ,5663,One-Hot-Encoding ,,,,,,,,,,
843,Length.of.longest.manic.irritable.episode...Instance.0_13,Psychosocial factors,13 : A week or more ,Questionnaire/Interview at recruitment ,5663,One-Hot-Encoding ,,,,,,,,,,
844,Length.of.menstrual.cycle...Instance.0_Lower.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,3710,Tertiles,,,,,,,,,,
845,Length.of.menstrual.cycle...Instance.0_Middle.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,3710,Tertiles,,,,,,,,,,
846,Length.of.menstrual.cycle...Instance.0_Upper.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,3710,Tertiles,,,,,,,,,,
847,Length.of.menstrual.cycle...Instance.0_neg6,Sex-specific factors,-6 : Irregular cycle,Questionnaire/Interview at recruitment ,3710,One-Hot-Encoding ,,,,,,,,,,
848,Length.of.mobile.phone.use...Instance.0_0,Lifestyle and environment,0 : Never used mobile phone at least once per week,Questionnaire/Interview at recruitment ,1110,One-Hot-Encoding ,,,,,,,,,,
849,Length.of.mobile.phone.use...Instance.0_1,Lifestyle and environment,1 : One year or less,Questionnaire/Interview at recruitment ,1110,One-Hot-Encoding ,,,,,,,,,,
850,Length.of.mobile.phone.use...Instance.0_2,Lifestyle and environment,2 : Two to four years,Questionnaire/Interview at recruitment ,1110,One-Hot-Encoding ,,,,,,,,,,
851,Length.of.mobile.phone.use...Instance.0_3,Lifestyle and environment,3 : Five to eight years,Questionnaire/Interview at recruitment ,1110,One-Hot-Encoding ,,,,,,,,,,
